iso_code,location,date,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index
AFG,Afghanistan,2019-12-31,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-01,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-02,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-03,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-04,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-05,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-06,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-07,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-08,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-09,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-10,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-11,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-12,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-13,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-14,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-15,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-16,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-17,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-18,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-19,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-20,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-21,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-22,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-23,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-24,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-25,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-26,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-27,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-28,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-29,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-30,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-01-31,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-01,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-02,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-03,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-04,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-05,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-06,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-07,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-08,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-09,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-10,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-11,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-12,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-13,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-14,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-15,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-16,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-17,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-18,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-19,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-20,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-21,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-22,0.0,0.0,0.0,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-23,0.0,0.0,8.33,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-24,0.0,0.0,8.33,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-25,1.0,0.0,8.33,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-26,1.0,0.0,8.33,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-27,1.0,0.0,8.33,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-28,1.0,0.0,8.33,38928341,1803.987,0.498
AFG,Afghanistan,2020-02-29,1.0,0.0,8.33,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-01,1.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-02,1.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-03,0.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-04,0.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-05,0.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-06,0.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-07,0.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-08,4.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-09,0.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-10,0.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-11,7.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-12,0.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-13,0.0,0.0,27.78,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-14,0.0,0.0,38.89,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-15,10.0,0.0,38.89,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-16,16.0,0.0,38.89,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-17,21.0,0.0,38.89,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-18,22.0,0.0,41.67,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-19,22.0,0.0,41.67,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-20,22.0,0.0,41.67,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-21,24.0,0.0,41.67,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-22,24.0,0.0,41.67,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-23,34.0,0.0,41.67,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-24,40.0,1.0,50.93,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-25,42.0,1.0,59.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-26,75.0,1.0,59.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-27,75.0,1.0,59.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-28,91.0,2.0,67.59,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-29,106.0,3.0,67.59,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-30,114.0,4.0,67.59,38928341,1803.987,0.498
AFG,Afghanistan,2020-03-31,141.0,4.0,67.59,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-01,166.0,4.0,67.59,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-02,192.0,4.0,67.59,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-03,235.0,4.0,67.59,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-04,235.0,4.0,67.59,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-05,270.0,5.0,78.7,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-06,299.0,7.0,78.7,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-07,337.0,7.0,78.7,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-08,367.0,11.0,78.7,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-09,423.0,14.0,78.7,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-10,484.0,15.0,78.7,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-11,521.0,15.0,78.7,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-12,555.0,18.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-13,607.0,18.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-14,665.0,21.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-15,714.0,23.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-16,784.0,25.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-17,794.0,29.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-18,845.0,30.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-19,908.0,30.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-20,996.0,33.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-21,1031.0,35.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-22,1092.0,36.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-23,1176.0,40.0,84.26,38928341,1803.987,0.498
AFG,Afghanistan,2020-04-24,1281.0,42.0,84.26,38928341,1803.987,0.498
